ID,F,S11,Lfeed,Lp,Lslot,Lslot_plus,Rc,Wfeed,Wp,Wslot,Wslot_plus,t,xsub,ysub
0,2.494983278,-8.119319504,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.505016722,-8.146828037,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.515050167,-8.17420892,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.525083612,-8.201466171,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.535117057,-8.228601443,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.545150502,-8.255616258,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.555183946,-8.282499684,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.565217391,-8.30925145,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.575250836,-8.335853689,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.585284281,-8.362294388,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.595317726,-8.388552894,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.605351171,-8.41460071,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.615384615,-8.440415323,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.62541806,-8.465950941,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.635451505,-8.491182183,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.64548495,-8.516052928,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.655518395,-8.5405229,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.665551839,-8.564535236,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.675585284,-8.588022517,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.685618729,-8.610941312,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.695652174,-8.633188019,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.705685619,-8.654726925,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.715719064,-8.675446574,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.725752508,-8.695286908,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.735785953,-8.714156177,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.745819398,-8.731947456,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.755852843,-8.748611135,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.765886288,-8.763975951,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.775919732,-8.778025508,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.785953177,-8.790597201,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.795986622,-8.801628385,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.806020067,-8.811014661,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,2.816053512,-8.818622487,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
