ID,S11,S21,F,P,D,W,G
0,-0.282712721,-14.09617348,3.839464883,18.5,16.5,1,2
0,-0.290033695,-13.92493212,3.849498328,18.5,16.5,1,2
0,-0.297497803,-13.75724794,3.859531773,18.5,16.5,1,2
0,-0.305104725,-13.59298441,3.869565217,18.5,16.5,1,2
0,-0.312856212,-13.43200864,3.879598662,18.5,16.5,1,2
0,-0.320750451,-13.27420488,3.889632107,18.5,16.5,1,2
0,-0.32878741,-13.11945374,3.899665552,18.5,16.5,1,2
0,-0.336967044,-12.9676516,3.909698997,18.5,16.5,1,2
0,-0.345290078,-12.81869341,3.919732441,18.5,16.5,1,2
0,-0.353756844,-12.67247837,3.929765886,18.5,16.5,1,2
0,-0.362365387,-12.52891927,3.939799331,18.5,16.5,1,2
0,-0.371116918,-12.38792804,3.949832776,18.5,16.5,1,2
0,-0.380011481,-12.24941559,3.959866221,18.5,16.5,1,2
0,-0.389048459,-12.11331017,3.969899666,18.5,16.5,1,2
0,-0.398228255,-11.97952885,3.97993311,18.5,16.5,1,2
0,-0.407550533,-11.84800674,3.989966555,18.5,16.5,1,2
0,-0.41701602,-11.71866946,4,18.5,16.5,1,2
1,-6.019374049,-1.322755667,1,19,17,1,2
1,-5.943694275,-1.350102096,1.010033445,19,17,1,2
1,-5.869010214,-1.377753271,1.02006689,19,17,1,2
1,-5.795302317,-1.405708418,1.030100334,19,17,1,2
1,-5.722553853,-1.433968512,1.040133779,19,17,1,2
1,-5.650746497,-1.462532591,1.050167224,19,17,1,2
1,-5.579865613,-1.491399029,1.060200669,19,17,1,2
1,-5.50989543,-1.520569032,1.070234114,19,17,1,2
1,-5.440829586,-1.550045049,1.080267559,19,17,1,2
1,-5.372639376,-1.579821693,1.090301003,19,17,1,2
1,-5.305310317,-1.609900018,1.100334448,19,17,1,2
1,-5.238829333,-1.640278356,1.110367893,19,17,1,2
1,-5.173180382,-1.670957144,1.120401338,19,17,1,2
1,-5.108351249,-1.701935489,1.130434783,19,17,1,2
1,-5.044324909,-1.733212626,1.140468227,19,17,1,2
1,-4.981089438,-1.764788987,1.150501672,19,17,1,2
1,-4.918631509,-1.79666326,1.160535117,19,17,1,2
1,-4.856936977,-1.828836094,1.170568562,19,17,1,2
1,-4.795995281,-1.86130585,1.180602007,19,17,1,2
1,-4.735791499,-1.89407313,1.190635452,19,17,1,2
1,-4.676313101,-1.92713781,1.200668896,19,17,1,2
1,-4.617549399,-1.960499656,1.210702341,19,17,1,2
1,-4.559489877,-1.994158823,1.220735786,19,17,1,2
1,-4.502119929,-2.028114522,1.230769231,19,17,1,2
1,-4.445427695,-2.062367012,1.240802676,19,17,1,2
1,-4.389405812,-2.096916543,1.25083612,19,17,1,2
1,-4.334040097,-2.131763071,1.260869565,19,17,1,2
1,-4.279321761,-2.166906616,1.27090301,19,17,1,2
1,-4.225237763,-2.202347636,1.280936455,19,17,1,2
1,-4.171779949,-2.238087172,1.2909699,19,17,1,2
1,-4.118937277,-2.274124861,1.301003344,19,17,1,2
1,-4.066701129,-2.310460838,1.311036789,19,17,1,2
1,-4.015060039,-2.34709673,1.321070234,19,17,1,2
1,-3.964004011,-2.384032133,1.331103679,19,17,1,2
1,-3.913525249,-2.421268589,1.341137124,19,17,1,2
1,-3.86361454,-2.458806208,1.351170569,19,17,1,2
1,-3.814261029,-2.496646791,1.361204013,19,17,1,2
1,-3.765457186,-2.534791563,1.371237458,19,17,1,2
1,-3.717194664,-2.573240658,1.381270903,19,17,1,2
1,-3.669464711,-2.611996027,1.391304348,19,17,1,2
1,-3.622258297,-2.651059095,1.401337793,19,17,1,2
